Player,Team,Pos,# of Top 5 Szns,# of Top 12 Szns,# of Top 24 Szns,Draft,Age,Draft Year,Cr.Year,SZN Year,POS RK,PPG POS RK,TEAM POS RK,GMs,Opps,TGT%,EPG,FPOE/G,aDot,Yd/TMAtt / G,PPG (PPR),TD Rate (YD/TD),Dominator (rec),Opportunity Share (% of team - non qb - RuAtt and Tgts),PPR,.5ppr,STD,SIXPT,FFPC,DK,FD,Snaps,Snap%,Tgt,Tgt Shr,Att,% Tm Att,Opps,% Tm Opps,Yards,Att,Comp,Comp%,TD,Int,Yd/Att,Rating,Total,Completed,Conv%,AY/Att,EP,FPOE,PaEP,PaFPOE,ruEP,ruFPOE,reEP,reFPOE,Att,Yards,TD,RUSH TD% (TD/ATT),YPC,% Tm Att,FumL,Tgt,Rec,Yards,TD,TD% (REC/TD,YPR,Yd/Tgt,TGT%,AirYards,AY/Tgt,YAC,RACR,Airyards %,WOPR,AirYAC (AY+YAC),
T.Y. Hilton,IND,WR,1.00,2.00,5.00,92,26,2012,4,2015,24,30,1,16,134,22.00%,13.64,-0.43,12.90,1.10,13.21,224.80,38.1%,18.5%,211.4,176.9,142.4,211.4,211.4,217.4,176.9,922,0.84,134,0.22,0,0,134,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,218.3,-6.9,0,0,0,0,218.3,-6.9,0,0,0,0.00%,NA,0,0,134,69,1124,5,3.73%,16.3,8.4,0.22,1724,12.9,381,0.65,0.33,0.56,2105,T.Y. Hilton4
Terrelle Pryor,CLE,WR,0.00,0.00,1.00,329,26,2011,5,2015,179,166,7,3,9,7.00%,4.90,-3.20,14.20,0.23,1.70,0.00,1.0%,1.4%,5.1,4.6,4.1,5.1,5.1,5.1,4.6,91,0.42,8,0.07,1,0.01,9,0.05,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,14.7,-9.6,0,0,0.4,-0.5,14.3,-9.1,1,-1,0,0.00%,-1,0.01,0,8,1,42,0,0.00%,42,5.2,0.07,114,14.2,5,0.37,0.15,0.21,119,Terrelle Pryor5
Torrey Smith,SF,WR,0.00,0.00,1.00,58,26,2011,5,2015,55,68,2,16,62,12.00%,6.26,1.57,14.00,0.71,7.83,165.75,32.0%,10.4%,125.3,108.8,92.3,125.3,125.3,128.3,108.8,774,0.76,62,0.12,0,0,62,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,100.2,25.1,0,0,0,0,100.2,25.1,0,0,0,0.00%,NA,0,0,62,33,663,4,6.45%,20.1,10.7,0.12,869,14,213,0.76,0.23,0.33,1082,Torrey Smith5
Tyler Lockett,SEA,WR,0.00,1.00,3.00,69,23,2015,1,2015,42,51,2,16,74,15.00%,6.85,3.61,13.20,0.70,10.46,114.00,25.6%,11.7%,167.4,141.9,116.4,167.4,167.4,169.4,139.9,665,0.62,69,0.15,5,0.01,74,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,109.6,57.8,0,0,3.8,-1.8,105.8,47.6,5,20,0,0.00%,4,0.01,1,69,51,664,6,8.70%,13,9.6,0.15,911,13.2,249,0.73,0.22,0.37,1160,Tyler Lockett1
Tyrell Williams,LAC,WR,0.00,0.00,1.00,329,23,2015,1,2015,159,95,5,3,6,6.00%,2.87,2.80,26.80,0.45,5.67,90.00,3.5%,0.9%,17,16,15,17,17,17,16,30,0.14,6,0.06,0,0,6,0.03,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,8.6,8.4,0,0,0,0,8.6,8.4,0,0,0,0.00%,NA,0,0,6,2,90,1,16.67%,45,15,0.06,161,26.8,51,0.56,0.18,0.21,212,Tyrell Williams1
A.J. Green,CIN,WR,2.00,4.00,6.00,4,28,2011,6,2016,34,5,1,10,100,29.00%,16.84,1.80,12.40,1.53,18.64,241.00,34.1%,13.5%,186.4,153.4,120.4,186.4,186.4,198.4,153.4,555,0.81,100,0.29,0,0,100,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,168.4,18,0,0,0,0,168.4,18,0,0,0,0.00%,NA,0,0,100,66,964,4,4.00%,14.6,9.6,0.29,1236,12.4,258,0.78,0.41,0.71,1494,A.J. Green6
Adam Humphries,TB,WR,0.00,0.00,1.00,329,23,2015,2,2016,60,74,2,15,88,15.00%,9.29,-0.42,5.60,0.66,8.87,320.00,18.3%,11.1%,133,105.5,78,133,133,136,105.5,649,0.61,83,0.15,5,0.01,88,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,139.3,-6.3,0,0,3.5,-1.7,136,-4.8,5,18,0,0.00%,3.6,0.01,0,83,55,622,2,2.41%,11.3,7.5,0.15,461,5.6,382,1.35,0.08,0.29,843,Adam Humphries2
Adam Thielen,MIN,WR,0.00,3.00,3.00,329,26,2013,4,2016,30,38,2,16,94,16.00%,9.58,2.75,10.80,1.03,12.33,196.40,36.3%,14.1%,197.2,162.7,128.2,197.2,197.2,205.2,160.7,787,0.75,92,0.16,2,0.01,94,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,153.2,44,0,0,2.8,-1.3,150.4,45.3,2,15,0,0.00%,7.5,0.01,1,92,69,967,5,5.43%,14,10.5,0.16,989,10.8,299,0.98,0.25,0.41,1288,Adam Thielen4
Allen Hurns,JAC,WR,0.00,0.00,1.00,329,25,2014,3,2016,79,70,3,11,76,17.00%,10.89,-1.74,9.90,0.68,9.15,159.00,18.4%,10.6%,100.7,83.2,65.7,100.7,100.7,100.7,83.2,636,0.83,76,0.17,0,0,76,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,119.8,-19.1,0,0,0,0,119.8,-19.1,0,0,0,0.00%,NA,0,0,76,35,477,3,3.95%,13.6,6.3,0.17,749,9.9,211,0.64,0.2,0.4,960,Allen Hurns3
Allen Robinson,JAC,WR,0.00,3.00,3.00,61,23,2014,3,2016,26,35,1,16,150,24.00%,15.28,-2.82,13.00,0.87,12.46,147.17,35.0%,20.8%,199.3,162.8,126.3,199.3,199.3,205.3,162.8,1048,0.94,150,0.24,0,0,150,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,244.4,-45.1,0,0,0,0,244.4,-45.1,0,0,0,0.00%,NA,0,0,150,73,883,6,4.00%,12.1,5.9,0.24,1956,13,210,0.45,0.38,0.63,2166,Allen Robinson3
Alshon Jeffery,CHI,WR,0.00,2.00,3.00,45,26,2012,5,2016,56,41,2,12,94,23.00%,12.84,-0.67,13.40,1.17,12.18,410.50,25.1%,12.9%,146.1,120.1,94.1,146.1,146.1,149.1,120.1,692,0.93,94,0.23,0,0,94,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,154.1,-8,0,0,0,0,154.1,-8,0,0,0,0.00%,NA,0,0,94,52,821,2,2.13%,15.8,8.7,0.23,1260,13.4,199,0.65,0.33,0.57,1459,Alshon Jeffery5
Amari Cooper,LV,WR,0.00,1.00,5.00,4,22,2015,2,2016,15,18,2,16,132,22.00%,13.91,0.61,9.80,1.12,14.52,230.60,36.8%,17.1%,232.3,190.8,149.3,232.3,232.3,244.3,190.8,994,0.89,131,0.22,1,0,132,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,222.5,9.8,0,0,0.7,-0.7,221.8,9.2,1,0,0,0.00%,0,0,0,131,83,1153,5,3.82%,13.9,8.8,0.22,1289,9.8,430,0.89,0.28,0.53,1719,Amari Cooper2
Antonio Brown,PIT,WR,6.00,6.00,7.00,195,28,2010,7,2016,1,1,1,15,157,28.00%,17.84,2.65,10.30,1.37,20.49,107.75,47.5%,21.7%,307.3,254.3,201.3,307.3,307.3,319.3,254.3,975,0.96,154,0.28,3,0.01,157,0.17,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,267.6,39.7,0,0,2.8,-1.9,264.8,41.6,3,9,0,0.00%,3,0.01,0,154,106,1284,12,7.79%,12.1,8.3,0.28,1584,10.3,434,0.81,0.33,0.65,2018,Antonio Brown7
Brandin Cooks,NO,WR,0.00,1.00,5.00,20,23,2014,3,2016,10,12,2,16,123,18.00%,12.29,3.10,11.70,1.12,15.39,150.38,32.4%,15.9%,246.3,207.3,168.3,246.3,246.3,255.3,207.3,882,0.76,117,0.18,6,0.01,123,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,196.7,49.6,0,0,3.9,-0.9,192.9,50.4,6,30,0,0.00%,5,0.01,0,117,78,1173,8,6.84%,15,10,0.18,1365,11.7,373,0.86,0.31,0.48,1738,Brandin Cooks3
Brandon LaFell,CIN,WR,0.00,0.00,1.00,78,30,2010,7,2016,35,44,2,16,108,20.00%,11.04,0.59,10.00,0.85,11.63,143.33,37.2%,14.6%,186,154,122,186,186,189,154,1011,0.93,107,0.2,1,0,108,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,176.6,9.4,0,0,0.4,-0.6,176.2,10,1,-2,0,0.00%,-2,0,0,107,64,862,6,5.61%,13.5,8.1,0.2,1075,10,340,0.8,0.24,0.47,1415,Brandon LaFell7
Davante Adams,GB,WR,2.00,3.00,5.00,53,24,2014,3,2016,9,11,2,16,121,20.00%,12.98,2.57,11.90,0.90,15.54,83.08,36.6%,14.7%,248.7,211.2,173.7,248.7,248.7,259.7,209.2,913,0.84,121,0.2,0,0,121,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,207.6,41.1,0,0,0,0,207.6,41.1,0,0,0,0.00%,NA,0,1,121,75,997,12,9.92%,13.3,8.2,0.2,1438,11.9,386,0.69,0.27,0.48,1824,Davante Adams3
DeAndre Hopkins,HOU,WR,5.00,5.00,6.00,27,24,2013,4,2016,29,37,1,16,151,26.00%,15.26,-2.93,11.60,0.92,12.34,238.50,41.2%,20.6%,197.4,158.4,119.4,197.4,197.4,203.4,158.4,1085,0.97,151,0.26,0,0,151,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,244.2,-46.8,0,0,0,0,244.2,-48.2,0,0,0,0.00%,NA,0,0,151,78,954,4,2.65%,12.2,6.3,0.26,1745,11.6,283,0.55,0.35,0.64,2028,DeAndre Hopkins4
DeVante Parker,MIA,WR,0.00,1.00,1.00,14,23,2015,2,2016,51,57,3,15,88,20.00%,9.37,0.92,11.90,0.90,10.29,186.00,27.4%,13.1%,154.4,126.4,98.4,154.4,154.4,160.4,126.4,735,0.82,88,0.2,0,0,88,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,140.6,13.8,0,0,0,0,140.6,13.8,0,0,0,0.00%,NA,0,0,88,56,744,4,4.55%,13.3,8.5,0.2,1047,11.9,236,0.71,0.29,0.51,1283,DeVante Parker2
Demaryius Thomas,DEN,WR,3.00,4.00,6.00,22,29,2010,7,2016,16,19,1,16,144,26.00%,14.93,-0.53,9.80,1.06,14.39,216.60,41.5%,18.1%,230.3,185.3,140.3,230.3,230.3,234.3,181.3,883,0.82,144,0.26,0,0,144,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,238.8,-8.5,0,0,0,0,238.8,-8.5,0,0,0,0.00%,NA,0,2,144,90,1083,5,3.47%,12,7.5,0.26,1407,9.8,308,0.77,0.31,0.6,1715,Demaryius Thomas7
Devin Funchess,CAR,WR,0.00,0.00,1.00,41,22,2015,2,2016,90,100,3,15,58,11.00%,6.55,-0.81,13.00,0.39,5.74,92.75,18.9%,8.4%,86.1,74.6,63.1,86.1,86.1,86.1,74.6,493,0.47,58,0.11,0,0,58,0.06,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,98.3,-12.2,0,0,0,0,98.3,-12.2,0,0,0,0.00%,NA,0,0,58,23,371,4,6.90%,16.1,6.4,0.11,756,13,103,0.49,0.14,0.27,859,Devin Funchess2
Dez Bryant,DAL,WR,2.00,3.00,5.00,24,28,2010,7,2016,39,21,1,13,97,24.00%,12.28,1.72,14.40,1.01,14.01,89.56,37.0%,13.2%,182.1,157.1,132.1,184.1,182.1,190,155,687,0.8,96,0.24,0,0,96,0.12,10,1,1,1,1,0,10,147.9,10,10,1,10,159.7,22.4,1.5,3,0,0,158.2,19.4,0,0,0,0.00%,NA,0,1,96,50,796,8,8.33%,15.9,8.3,0.24,1386,14.4,140,0.57,0.42,0.66,1526,Dez Bryant7
Doug Baldwin,SEA,WR,0.00,2.00,3.00,329,28,2011,6,2016,8,10,1,16,129,23.00%,12.89,2.96,8.90,1.35,15.86,143.13,43.0%,24.1%,253.75,206.75,159.75,255.75,253.75,262.6,206.6,896,0.85,125,0.23,3,0.01,128,0.14,15,1,1,1,1,0,15,158.3,12,12,1,12,206.3,47.4,2.4,2.4,1.3,-1.1,202.8,46,3,2,0,0.00%,0.7,0.01,0,125,94,1128,7,5.60%,12,9,0.23,1110,8.9,472,1.02,0.23,0.5,1582,Doug Baldwin6
Emmanuel Sanders,DEN,WR,1.00,1.00,4.00,82,29,2010,7,2016,22,27,2,16,138,25.00%,14.66,-1.37,11.00,1.01,13.29,207.20,40.2%,17.3%,212.6,173.1,133.6,212.6,212.6,221.6,173.1,863,0.8,137,0.25,1,0,138,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,234.5,-21.9,0,0,0.8,-0.4,233.6,-21.4,1,4,0,0.00%,4,0,0,137,79,1032,5,3.65%,13.1,7.5,0.25,1511,11,206,0.68,0.33,0.6,1717,Emmanuel Sanders7
Eric Decker,NYJ,WR,0.00,2.00,3.00,87,29,2010,7,2016,122,24,1,3,21,19.00%,12.53,0.93,15.90,1.07,13.47,97.00,10.8%,2.7%,40.4,35.9,31.4,40.4,40.4,43.4,35.9,210,0.99,21,0.19,0,0,21,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,37.6,2.8,0,0,0,0,37.6,2.8,0,0,0,0.00%,NA,0,0,21,9,194,2,9.52%,21.6,9.2,0.19,333,15.9,30,0.58,0.33,0.52,363,Eric Decker7
Golden Tate,DET,WR,0.00,2.00,4.00,60,28,2010,7,2016,17,20,2,16,145,23.00%,14.28,-0.21,8.10,1.16,14.07,270.25,33.3%,19.5%,225.1,179.6,134.1,225.1,225.1,233.1,177.6,866,0.84,135,0.23,10,0.03,145,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,228.4,-3.3,0,0,6,-5.6,222.5,2.2,10,4,0,0.00%,0.4,0.03,1,135,91,1077,4,2.96%,11.8,8,0.23,1087,8.1,619,0.99,0.24,0.52,1706,Golden Tate7
Jarvis Landry,MIA,WR,1.00,3.00,5.00,63,24,2014,3,2016,13,16,1,16,137,28.00%,13.24,1.47,6.40,1.31,14.71,288.25,38.0%,20.3%,235.3,188.3,141.3,235.3,235.3,245.3,184.3,891,0.94,131,0.28,5,0.01,136,0.16,0,1,0,0,0,0,0,39.6,19,0,0,19,211.8,23.5,1,-1,2.7,-0.9,208,25.8,5,17,0,0.00%,3.4,0.01,2,131,94,1136,4,3.05%,12.1,8.7,0.28,833,6.4,618,1.36,0.22,0.57,1451,Jarvis Landry3
John Brown,ARI,WR,0.00,0.00,1.00,91,26,2014,3,2016,75,86,3,15,73,12.00%,7.67,-0.76,14.00,0.54,6.91,263.50,17.3%,10.2%,103.7,84.2,64.7,103.7,103.7,106.7,84.2,539,0.51,72,0.12,1,0,73,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,115.1,-11.4,0,0,0.4,0.6,114.7,-12,1,10,0,0.00%,10,0,0,72,39,517,2,2.78%,13.3,7.2,0.12,1006,14,99,0.51,0.18,0.31,1105,John Brown3
Jordan Matthews,PHI,WR,0.00,0.00,1.00,42,24,2014,3,2016,44,40,1,14,116,23.00%,13.74,-1.50,9.60,0.88,12.24,268.00,31.6%,17.2%,171.4,134.9,98.4,171.4,171.4,174.4,134.9,843,0.86,116,0.23,0,0,116,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,192.4,-21,0,0,0,0,192.4,-21,0,0,0,0.00%,NA,0,0,116,73,804,3,2.59%,11,6.9,0.23,1108,9.6,242,0.73,0.29,0.55,1350,Jordan Matthews3
Julio Jones,ATL,WR,3.00,7.00,8.00,6,27,2011,6,2016,6,6,1,14,129,27.00%,14.99,3.58,14.10,1.68,18.56,234.83,36.3%,18.1%,259.9,218.4,176.9,259.9,259.9,280.9,218.4,705,0.77,129,0.27,0,0,129,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,209.8,50.1,0,0,0,0,209.8,50.1,0,0,0,0.00%,NA,0,0,129,83,1409,6,4.65%,17,10.9,0.27,1821,14.1,396,0.77,0.43,0.71,2217,Julio Jones6
Kasen Williams,SEA,WR,0.00,0.00,1.00,329,24,2015,2,2016,218,218,8,1,1,3.00%,1.60,-1.60,10.00,0.00,0.00,0.00,0.0%,0.2%,0,0,0,0,0,0,0,13,0.2,1,0.03,0,0,1,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,1.6,-1.6,0,0,0,0,1.6,-1.6,0,0,0,0.00%,NA,0,0,1,0,0,0,0.00%,NA,0,0.03,10,10,0,0,0.03,0.06,10,Kasen Williams2
Keenan Allen,LAC,WR,1.00,4.00,5.00,76,24,2013,4,2016,165,39,2,1,7,19.00%,10.50,1.80,7.10,1.01,12.30,0.00,1.4%,1.0%,12.3,9.3,6.3,12.3,12.3,12.3,9.3,27,0.37,7,0.19,0,0,7,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,10.5,1.8,0,0,0,0,10.5,1.8,0,0,0,0.00%,NA,0,0,7,6,63,0,0.00%,10.5,9,0.19,50,7.1,18,1.26,0.23,0.45,68,Keenan Allen4
Kelvin Benjamin,CAR,WR,0.00,0.00,1.00,28,25,2014,3,2016,27,36,1,16,117,21.00%,11.70,0.74,11.80,0.93,12.44,134.43,40.4%,16.9%,199.1,167.6,136.1,199.1,199.1,201.1,165.6,802,0.72,117,0.21,0,0,117,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,187.2,11.9,0,0,0,0,187.2,11.9,0,0,0,0.00%,NA,0,1,117,63,941,7,5.98%,14.9,8,0.21,1380,11.8,238,0.68,0.24,0.49,1618,Kelvin Benjamin3
Kendall Wright,TEN,WR,0.00,0.00,1.00,20,27,2012,5,2016,86,77,2,11,44,13.00%,6.23,1.96,10.10,0.64,8.19,143.67,16.6%,6.4%,90.1,75.6,61.1,90.1,90.1,93.1,75.6,309,0.42,43,0.13,1,0,44,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,68.5,21.6,0,0,0.9,0.6,67.6,21,1,15,0,0.00%,15,0,0,43,29,416,3,6.98%,14.3,9.7,0.13,435,10.1,124,0.96,0.13,0.28,559,Kendall Wright5
Marvin Jones,DET,WR,0.00,1.00,2.00,166,26,2012,5,2016,43,46,3,15,104,19.00%,11.61,-0.13,14.10,1.07,11.49,233.25,29.9%,14.0%,172.3,144.8,117.3,172.3,172.3,178.3,144.8,879,0.91,103,0.19,1,0,104,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,174.2,-1.9,0,0,1.3,-1,172.9,-0.9,1,3,0,0.00%,3,0,0,103,55,930,4,3.88%,16.9,9,0.19,1448,14.1,221,0.64,0.35,0.53,1669,Marvin Jones5
Michael Thomas,NO,WR,1.00,4.00,4.00,47,23,2016,1,2016,7,7,1,15,121,19.00%,13.69,3.62,7.90,1.13,17.31,126.33,33.0%,15.7%,259.7,213.7,167.7,259.7,259.7,266.7,209.7,867,0.79,121,0.19,0,0,121,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,205.4,54.3,0,0,0,0,205.4,54.3,0,0,0,0.00%,NA,0,2,121,92,1137,9,7.44%,12.4,9.4,0.19,961,7.9,483,1.18,0.22,0.44,1444,Michael Thomas1
Mike Evans,TB,WR,1.00,2.00,7.00,7,23,2014,3,2016,3,3,1,16,171,30.00%,17.80,1.21,14.10,1.28,19.01,110.08,52.2%,21.6%,304.1,256.1,208.1,304.1,304.1,316.1,256.1,946,0.83,171,0.3,0,0,171,0.17,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,284.8,19.3,0,0,0,0,284.8,19.3,0,0,0,0.00%,NA,0,0,171,96,1321,12,7.02%,13.8,7.7,0.3,2405,14.1,179,0.55,0.44,0.76,2584,Mike Evans3
Nelson Agholor,PHI,WR,0.00,0.00,1.00,20,23,2015,2,2016,88,98,2,15,74,12.00%,7.94,-2.08,10.60,0.39,5.86,189.50,16.5%,11.0%,87.9,69.9,51.9,87.9,87.9,87.9,69.9,883,0.82,69,0.12,5,0.01,74,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,119.1,-31.2,0,0,3.9,-2.5,115.2,-28.7,5,14,0,0.00%,2.8,0.01,0,69,36,365,2,2.90%,10.1,5.3,0.12,728,10.6,98,0.5,0.17,0.3,826,Nelson Agholor2
Odell Beckham Jr.,NYG,WR,2.00,3.00,4.00,12,24,2014,3,2016,4,4,1,16,170,28.00%,17.73,0.94,10.60,1.38,18.66,137.60,53.2%,22.8%,298.6,248.1,197.6,298.6,298.6,309.6,246.1,1002,0.94,169,0.28,1,0,170,0.17,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,283.6,15,0,0,0.5,0.4,283,14.7,1,9,0,0.00%,9,0,1,169,101,1367,10,5.92%,13.5,8.1,0.28,1799,10.6,534,0.76,0.38,0.69,2333,Odell Beckham Jr.3
Randall Cobb,GB,WR,0.00,1.00,2.00,64,26,2011,6,2016,55,47,3,13,94,17.00%,11.42,-0.02,6.30,0.72,11.41,160.75,18.3%,11.4%,148.3,118.3,88.3,148.3,148.3,151.3,118.3,679,0.76,84,0.17,10,0.03,94,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,148.5,-0.2,0,0,7.5,-4.2,141.1,3.9,10,33,0,0.00%,3.3,0.03,0,84,60,610,4,4.76%,10.2,7.3,0.17,531,6.3,364,1.15,0.12,0.34,895,Randall Cobb6
Rishard Matthews,TEN,WR,0.00,0.00,1.00,227,27,2012,5,2016,21,26,1,16,108,22.00%,11.19,2.15,13.10,0.97,13.34,105.00,41.5%,15.7%,213.5,181,148.5,213.5,213.5,221.5,179,782,0.73,108,0.22,0,0,108,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,179.1,34.4,0,0,0,0,179.1,34.4,0,0,0,0.00%,NA,0,1,108,65,945,9,8.33%,14.5,8.8,0.22,1414,13.1,203,0.67,0.3,0.54,1617,Rishard Matthews5
Robby Anderson,NYJ,WR,0.00,0.00,2.00,329,23,2016,1,2016,69,83,4,16,81,14.00%,7.78,-0.47,16.70,0.65,7.31,314.50,21.3%,10.5%,116.9,95.9,74.9,116.9,116.9,115.9,93.9,717,0.69,78,0.14,3,0.01,81,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,124.4,-7.5,0,0,4.1,0.1,120.3,-7.6,3,42,0,0.00%,14,0.01,1,78,42,587,2,2.56%,14,7.5,0.14,1303,16.7,131,0.45,0.27,0.4,1434,Robby Anderson1
Robert Woods,BUF,WR,0.00,1.00,3.00,41,24,2013,4,2016,68,71,3,13,77,20.00%,9.48,-0.33,11.00,0.79,9.15,619.00,21.8%,11.8%,118.9,93.4,67.9,118.9,118.9,121.9,93.4,634,0.72,76,0.2,1,0,77,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,123.2,-4.3,0,0,0.6,0,122.6,-4.7,1,6,0,0.00%,6,0,0,76,51,613,1,1.32%,12,8.1,0.2,838,11,123,0.73,0.23,0.46,961,Robert Woods4
Sammy Watkins,BUF,WR,0.00,0.00,1.00,4,23,2014,3,2016,92,55,1,8,52,23.00%,10.75,-0.38,14.30,0.89,10.38,215.00,19.1%,8.0%,83,69,55,83,83,86,69,381,0.76,52,0.23,0,0,52,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,86,-3,0,0,0,0,86,-3,0,0,0,0.00%,NA,0,0,52,28,430,2,3.85%,15.4,8.3,0.23,745,14.3,50,0.58,0.34,0.59,795,Sammy Watkins3
Stefon Diggs,MIN,WR,1.00,2.00,4.00,146,23,2015,2,2016,31,15,1,13,115,23.00%,13.93,0.94,8.50,1.18,14.87,304.33,29.7%,17.3%,193.3,151.3,109.3,193.3,193.3,202.3,151.3,694,0.81,112,0.23,3,0.01,115,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,181.1,12.2,0,0,0.9,0.1,180.3,12,3,10,0,0.00%,3.3,0.01,0,112,84,903,3,2.68%,10.8,8.1,0.23,951,8.5,319,0.95,0.28,0.54,1270,Stefon Diggs2
T.Y. Hilton,IND,WR,1.00,2.00,5.00,92,27,2012,5,2016,5,8,1,16,155,27.00%,15.92,1.19,12.20,1.46,17.11,241.33,41.6%,23.8%,273.8,228.3,182.8,273.8,273.8,291.8,228.3,948,0.86,155,0.27,0,0,155,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,254.7,19.1,0,0,0,0,254.7,19.1,0,0,0,0.00%,NA,0,0,155,91,1448,6,3.87%,15.9,9.3,0.27,1898,12.2,342,0.76,0.39,0.68,2240,T.Y. Hilton5
Terrelle Pryor,CLE,WR,0.00,0.00,1.00,329,27,2011,6,2016,20,25,1,16,158,25.00%,14.99,-1.61,13.70,1.17,13.37,213.80,40.6%,24.5%,213.85,175.35,136.85,213.85,213.85,222.44,174.94,899,0.87,141,0.25,8,0.02,149,0.16,41,9,5,0.56,0,0,4.6,67.4,54,11,0.2,6,239.8,-25.8,3.6,-1.6,6.7,1.4,229.4,-25.7,8,21,1,12.50%,2.6,0.02,0,141,77,1007,4,2.84%,13.1,7.1,0.25,1935,13.7,232,0.52,0.41,0.67,2167,Terrelle Pryor6
Torrey Smith,SF,WR,0.00,0.00,1.00,58,27,2011,6,2016,101,106,3,12,49,13.00%,6.38,-0.99,13.50,0.38,5.39,89.00,15.6%,7.6%,64.7,54.7,44.7,64.7,64.7,64.7,54.7,644,0.82,49,0.13,0,0,49,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,76.6,-11.9,0,0,0,0,76.6,-11.9,0,0,0,0.00%,NA,0,0,49,20,267,3,6.12%,13.3,5.4,0.13,660,13.5,61,0.4,0.21,0.35,721,Torrey Smith6
Tyler Boyd,CIN,WR,0.00,0.00,2.00,55,22,2016,1,2016,64,80,3,16,85,15.00%,8.45,-0.57,8.30,0.66,7.88,661.00,17.2%,11.5%,126.1,99.1,72.1,126.1,126.1,125.1,97.1,739,0.68,81,0.15,4,0.01,85,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,135.2,-9.1,0,0,2.8,3,132.4,-12.1,4,58,0,0.00%,14.5,0.01,1,81,54,603,1,1.23%,11.2,7.4,0.15,674,8.3,201,0.89,0.15,0.33,875,Tyler Boyd1
Tyler Lockett,SEA,WR,0.00,1.00,3.00,69,24,2015,2,2016,66,76,2,15,72,13.00%,7.38,0.89,10.60,0.90,8.27,355.50,16.3%,13.6%,124.1,103.6,83.1,124.1,124.1,127.1,103.6,558,0.56,66,0.13,6,0.02,72,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,110.7,13.4,0,0,4,13.5,106.7,0,6,114,1,16.67%,19,0.02,0,66,41,597,1,1.52%,14.6,9,0.13,698,10.6,216,0.86,0.16,0.3,914,Tyler Lockett2
