Name,Conference,DR,DP,Draft Year,Age IN DRAFT YEAR,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Yards Dominator,RecYds/TmPatt First,RecYds/TmPatt Best,RecYds/TmPatt Last,RecYds/TmPatt AVG,RecYds/TmPatt Above Team AVG First,RecYds/TmPatt Above Team AVG Best,RecYds/TmPatt Above Team AVG Last,RecYds/TmPatt Above Team AVG AVG,Dominator First Season,Dominator Best Season,Dominator Last Season,Dominator AVG Season,DOa First,DOa Best,DOa Last,DOa AVG,MS Yards First,MS Yards Best,MS Yards Last,MS Yards AVG,YOa First,YOa Best,YOa Last,YOa AVG,PPG Above conference expectation (Last Year),AVG S/EX (Yds Share Over Expectation),Last S/EX (Yds Share Over Expectation),TeamMate Score (TeamMate Over Expected),BMI Bucket,BMI,40 time,height,weight,Bench,Verticle,Broad,Shuttle,3 Cone,WaSS,HaSS,Hand Size,Arm Length,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,# of top  36 finishes,# of 1000 Rec yards seasons,AVG PPG (PPR) Season 1-3
Jeremy Ebert,4,7,235,2012,23,4,43,11.77634865,173,2400,13.87283237,4.023255814,1,0.38,0.17,0.352297593,2.610837438,2.610837438,1.469651714,-0.08799624883,2.102062808,2.102062808,0.9972781923,0.079,0.391,0.372,0.218,-0.17,0.01,0.06,-0.10,0.06,0.32,0.32,0.23,-0.18,0.00,0.01,-0.10,6.424877129,-0.05,0.04,-0.01,28,28.09153136,4.43,70.75,200,16,33,112,4.2,6.75,103.8592271,96.22133624,9.400471014,31.96614679,0,0,0,0,0,1.2
Jonathan Baldwin,3,1,26,2011,22,3,35,12.78547009,128,2337,18.2578125,3.657142857,1,0.34,0.24,1.068783069,3.286982249,2.302521008,2.219428775,0.4324194324,2.661811561,1.691876751,1.595369248,0.226,0.376,0.313,0.305,0.03,-0.01,0.12,0.05,0.15,0.31,0.40,0.29,-0.03,0.02,0.17,0.05,-1.262130828,0.02,0.04,0.02,27,27.48088456,4.52,76.375,228,20,42,129,4.34,7.07,109.2473984,117.9502868,10.125,31.96614679,0,0,0,0,0,3.54
Julio Jones,11,1,6,2011,22,3,39,14.31605617,179,2653,14.82122905,4.58974359,1,0.34,0.29,2.766467066,3.129834254,3.129834254,2.539614891,2.344487496,2.504604052,2.504604052,2.041389351,0.375,0.375,0.313,0.306,0.12,-0.02,0.12,0.00,0.39,0.33,0.39,0.32,0.15,0.03,0.15,0.04,5.632985369,0.04,0.06,0.00,27,27.68207202,4.34,74.75,220,17,38.5,135,4.25,6.66,124.0205801,128.2626049,9.75,33.75,3,7,7,8,7,18.49666667
Aaron Burbridge,4,6,213,2016,22,4,43,10.13018926,165,2174,13.17575758,3.84,1.00,0.33,0.17,0.78,2.87,2.87,1.25,0.36,2.37,2.37,0.79,0.14,0.33,0.33,0.14,-0.06,-0.01,-0.01,-0.13,0.13,0.38,0.38,0.18,-0.05,0.08,0.08,-0.08,3.99,-0.10,0.10,0.03,27.00,27.94,4.57,72.00,206.00,20.00,30.50,115.00,4.31,7.22,94.46,90.63,8.25,31.63,0.00,0.00,0.00,0.00,0.00,1.77
Jakeem Grant,2,6,186,2016,23,4,47,16.36959499,254,3286,12.93700787,5.40,1.00,0.25,0.17,0.48,2.05,2.05,1.33,0.07,1.54,1.54,0.86,0.06,0.25,0.25,0.17,-0.19,-0.10,-0.10,-0.14,0.06,0.25,0.25,0.17,-0.18,-0.07,-0.07,-0.12,6.06,-0.10,-0.03,-0.04,26.00,26.73,4.42,65.88,165.00,15.00,36.50,117.00,4.08,7.08,86.46,69.44,9.40,31.97,0.00,0.00,0.00,0.00,0.00,3.71
Randall Cobb,11,2,64,2011,21,2,25,21.67580128,123,1464,11.90243902,4.92,1,0.29,0.26,1.37962963,2.220524017,2.220524017,1.800076824,1.026813272,1.632515956,1.632515956,1.329664614,0.276,0.280,0.280,0.278,0.08,0.03,0.08,0.05,0.24,0.29,0.29,0.27,0.06,0.05,0.06,0.06,9.956062292,-0.01,0.02,0.02,27,27.21065634,4.55,70.25,191,16,33.5,115,4.34,7.08,89.1287419,81.41025701,9.375,31,0,1,2,3,1,12.67333333
Torrey Smith,0,2,58,2011,22,3,35,13.75440171,152,2215,14.57236842,4.342857143,1,0.41,0.25,0.8421052632,2.712082262,2.712082262,1.890813151,0.4478844169,2.29003478,2.29003478,1.49094509,0.129,0.411,0.411,0.304,-0.12,0.08,0.08,0.00,0.13,0.38,0.38,0.28,-0.11,0.07,0.07,0.00,4.472508048,0.00,0.10,-0.02,27,27.00668875,4.44,72.875,204,19,41,126,4.13,6.72,104.985249,103.195952,8.625,32.625,0,0,1,4,1,12.57333333
Leonard Hankerson,0,3,79,2011,23,4,36,10.97076923,134,2160,16.11940299,3.722222222,1,0.50,0.16,1.930120482,2.609480813,2.609480813,1.272591759,1.447484054,2.171416479,2.171416479,1.809450266,0.047,0.496,0.496,0.213,-0.10,0.14,0.14,0.02,0.03,0.37,0.37,0.30,-0.07,0.05,0.05,-0.01,6.041738818,0.03,0.09,0.04,27,27.20006333,4.53,73.5,209,14,36,117,4.21,6.94,99.26210338,99.25134603,10.625,32.25,0,0,0,0,0,8.046666667
Demarcus Ayers,1,7,229,2016,22,3,29,11.69310134,141,1686,11.95744681,4.86,1.00,0.31,0.17,0.25,2.83,2.83,1.28,-0.19,2.30,2.30,0.77,0.03,0.31,0.31,0.15,-0.22,-0.02,-0.02,-0.15,0.04,0.35,0.35,0.23,-0.20,0.05,0.05,-0.11,5.67,-0.07,0.05,0.01,26.00,26.59,4.73,69.38,182.00,10.00,34.00,121.50,4.40,7.35,72.72,64.78,9.25,31.25,0.00,0.00,0.00,0.00,0.00,1.90
Greg Salas,13,4,112,2011,23,4,43,17.40315934,285,4345,15.24561404,6.627906977,1,0.34,0.22,1.695918367,3.066558442,3.066558442,1.908623959,1.143642072,2.319534632,2.319534632,1.89493597,0.013,0.341,0.338,0.218,-0.07,0.00,0.02,-0.02,0.01,0.34,0.36,0.31,0.00,0.04,0.07,0.04,12.24099829,0.03,0.06,0.04,27,27.61123574,4.56,73.125,210,15,37,120,4.1,6.65,97.13817051,96.13894684,9.25,32,0,0,0,0,0,7.105
Greg Little,0,2,59,2011,22,3,34,9.736217949,86,969,11.26744186,2.529411765,1,0.34,0.14,0.2690217391,1.978142077,1.978142077,0.9011379385,-0.2982859532,1.589993169,1.589993169,0.3580864332,0.052,0.338,0.338,0.139,-0.15,0.02,0.02,-0.12,0.04,0.32,0.32,0.19,-0.15,0.03,0.03,-0.10,-0.004415028542,-0.09,0.04,-0.05,29,29.26157793,4.575,74.5,231,27,39.25,129,4.21,6.75,105.4575268,108.3361974,9.125,33.25,0,0,0,0,0,8.283333333
Jerrel Jernigan,12,3,83,2011,22,4,48,16.69727564,262,3127,11.9351145,5.458333333,1,0.21,0.20,0.6518375242,2.085227273,1.556818182,1.487906691,0.3382011605,1.532828283,1.099668561,1.08404298,0.117,0.231,0.197,0.189,-0.08,-0.14,-0.02,-0.09,0.10,0.21,0.27,0.21,-0.08,-0.09,0.03,-0.04,5.692100749,-0.05,-0.05,-0.02,27,27.41869698,4.46,68.875,185,11,37.75,119,4.29,7.03,93.51091126,82.10152308,9.25,32,0,0,0,0,0,2.55
Charone Peake,0,7,241,2016,23,5,34,7.569047619,98,1173,11.96938776,2.88,2.00,0.15,0.06,0.37,1.36,1.36,0.46,-0.15,0.90,0.90,0.37,0.01,0.15,0.15,0.06,-0.21,-0.21,-0.21,-0.21,0.02,0.16,0.16,0.10,-0.20,-0.16,-0.16,-0.18,-0.55,-0.17,-0.03,-0.05,26.00,26.56,4.44,74.38,209.00,12.00,35.50,122.00,4.46,6.96,107.56,110.12,9.25,34.00,0.00,0.00,0.00,0.00,0.00,2.05
Amari Cooper,11,1,4,2015,21,3,38,19.58005328,228,3463,15.18859649,6.00,1.00,0.47,0.31,3.05,3.84,3.84,2.97,2.43,3.33,3.33,2.44,0.34,0.47,0.47,0.33,0.14,0.15,0.15,0.07,0.33,0.44,0.44,0.33,0.15,0.15,0.15,0.10,13.66,0.06,0.17,0.01,27.00,27.93,4.42,72.88,211.00,10.00,33.50,120.00,3.98,6.71,110.57,108.68,10.00,31.50,0.00,1.00,4.00,4.00,3.00,13.07
Devante Parker,0,1,14,2015,22,4,39,17.03541667,156,2775,17.78846154,4.00,1.00,0.28,0.17,0.76,2.02,2.00,1.61,0.25,1.47,1.47,0.96,0.21,0.29,0.25,0.26,0.01,-0.03,0.03,0.00,0.11,0.26,0.26,0.17,-0.08,-0.07,-0.05,-0.06,11.83,-0.10,-0.01,0.00,26.00,26.39,4.45,74.63,209.00,17.00,36.50,125.00,4.25,6.96,106.59,109.87,9.25,33.25,0.00,0.00,1.00,1.00,1.00,10.14
Phillip Dorsett,0,1,29,2015,22,4,39,10.58055556,121,2132,17.61983471,3.10,1.00,0.33,0.14,0.43,2.23,2.23,1.31,-0.11,1.59,1.59,0.95,0.05,0.33,0.33,0.17,-0.15,-0.01,-0.01,-0.07,0.05,0.27,0.27,0.19,-0.13,-0.04,0.00,-0.06,0.62,-0.09,0.00,0.00,27.00,27.02,4.33,69.38,185.00,13.00,37.50,125.50,4.10,6.80,105.26,93.76,9.38,30.25,0.00,0.00,0.00,0.00,0.00,4.57
Nelson Agholor,10,1,20,2015,22,3,34,15.36813187,178,2572,14.4494382,5.24,1.00,0.32,0.22,0.74,2.85,2.85,1.99,0.13,2.21,2.21,1.41,0.07,0.32,0.32,0.23,-0.18,-0.01,-0.01,-0.07,0.09,0.34,0.34,0.31,-0.15,0.03,0.03,-0.04,7.08,0.05,0.08,0.02,26.00,26.76,4.42,72.13,198.00,12.00,36.50,125.00,4.39,6.88,103.75,99.90,9.25,32.25,0.00,0.00,1.00,1.00,0.00,7.62
Tyler Lockett,2,3,69,2015,22,4,46,16.93846154,249,3710,14.89959839,5.41,1.00,0.45,0.29,0.85,4.03,3.65,2.68,0.40,3.18,2.90,1.95,0.18,0.47,0.44,0.33,-0.02,0.11,0.15,0.06,0.12,0.41,0.43,0.36,-0.06,0.10,0.14,0.05,7.58,0.09,0.13,0.06,26.00,26.21,4.40,69.88,182.00,10.00,35.50,121.00,4.07,6.89,97.12,87.76,8.38,30.00,0.00,0.00,2.00,2.00,1.00,8.77
Jeremy Kerley,8,5,153,2011,22,4,44,8.78704594,120,1299,10.825,2.727272727,2,0.27,0.13,0.2194570136,1.737160121,1.737160121,0.9611459162,-0.142659628,1.136354481,1.136354481,0.4483508847,0.017,0.269,0.269,0.110,-0.18,-0.06,-0.06,-0.17,0.03,0.19,0.19,0.11,-0.15,-0.11,-0.10,-0.14,5.445057356,-0.17,-0.01,-0.02,27,27.50999442,4.64,69.5,189,16,36,121,4.04,6.75,81.54923242,72.90464193,9,30,0,0,0,0,0,8.053333333
Kealoha Pilares,13,5,132,2011,23,4,46,15.23594988,209,2491,11.91866029,4.543478261,2,0.30,0.14,0.3761329305,2.12012987,2.12012987,1.055426968,-0.1315087969,1.373106061,1.373106061,0.4543120774,0.032,0.297,0.297,0.141,-0.22,-0.06,-0.06,-0.18,0.04,0.24,0.24,0.13,-0.19,-0.08,-0.08,-0.16,13.38725626,-0.15,0.04,0.04,28,28.65548359,4.47,69.875,199,19,40.5,125,4.16,6.9,99.69031759,90.08821281,8.75,30.5,0,0,0,0,0,3.18
Dwayne Harris,5,6,176,2011,23,4,50,15.65776099,268,3001,11.19776119,5.36,1,0.33,0.23,0.6291560102,2.173333333,1.779714739,1.536699346,0.1778346121,1.797654321,1.368759905,1.115218908,0.094,0.394,0.264,0.224,-0.16,-0.09,0.06,-0.09,0.09,0.27,0.32,0.23,-0.15,-0.05,0.02,-0.06,7.113090883,-0.05,0.00,0.01,28,28.81758146,4.595,70.375,203,10,34,111,4.21,6.77,91.07181056,83.48193185,10.125,31.125,0,0,0,0,0,4.625
Devin Funchess,4,2,41,2015,21,3,34,11.25855478,126,1715,13.61111111,3.71,1.00,0.38,0.22,0.74,2.25,2.25,1.63,0.19,1.88,1.88,1.12,0.17,0.38,0.38,0.27,-0.03,0.06,0.06,0.01,0.09,0.36,0.36,0.23,-0.09,0.07,0.07,-0.01,0.16,-0.06,0.08,0.02,28.00,28.05,4.63,76.25,232.00,17.00,38.50,122.00,4.53,7.03,101.41,109.13,9.75,33.50,0.00,0.00,1.00,1.00,0.00,7.95
Demaryius Thomas,0,1,22,2010,22,3,36,12.29182207,120,2339,19.49166667,3.333333333,1,0.69,0.45,1.541436464,6.951807229,6.951807229,4.121204688,1.028686783,5.615963855,5.615963855,3.239574904,0.316,0.689,0.689,0.516,0.06,0.36,0.36,0.21,0.23,0.65,0.65,0.46,-0.01,0.34,0.34,0.18,1.797540842,0.18,0.37,0.10,27,27.81207021,4.41,75.25,224,10,35.90447598,121.7511416,4.25149061,6.964760192,97.67981697,95.79494826,10.5,33,3,4,6,7,5,12.24666667
Dez Bryant,2,1,24,2010,21,3,26,22.16616162,147,2425,16.49659864,5.653846154,2,0.39,0.25,1.611398964,4.582043344,0.9641791045,2.385873804,1.025166543,3.932094943,3.932094943,2.478630743,0.214,0.615,0.169,0.333,0.01,0.36,0.36,0.19,0.20,0.14,0.47,0.33,0.01,0.23,0.23,0.12,11.42193412,0.06,-0.05,-0.04,28,28.75960297,4.57,74,224,14,38,133,4.51,7.15,102.7101146,104.1018069,9.75,34,2,3,5,6,3,15.01
Golden Tate,6,2,60,2010,22,3,30,17.83247863,157,2707,17.24203822,5.233333333,1,0.44,0.22,2.426966292,3.346756152,3.346756152,2.03682779,1.829588015,2.803831096,2.803831096,2.316709556,0.074,0.443,0.443,0.295,0.05,0.11,0.11,0.08,0.07,0.39,0.39,0.36,0.05,0.08,0.08,0.06,16.52358278,0.05,0.07,0.00,28,28.3503697,4.42,70.25,199,17,35,120,4.34,7.12,104.2783125,95.24872566,9.25,30.5,0,1,4,6,2,6.946666667
Arrelious Benn,4,2,39,2010,21,3,36,12.98783994,159,2221,13.96855346,4.416666667,1,0.20,0.28,2.092879257,2.705128205,1.484848485,2.094285316,1.640247678,2.187179487,1.071301248,1.632909471,0.221,0.231,0.172,0.208,0.02,-0.15,0.02,-0.05,0.31,0.21,0.33,0.28,0.13,-0.08,0.13,0.05,-4.663026715,0.00,-0.07,-0.06,28,28.8932704,4.53,73,219,20,37.25,119.5,4.37,6.83,104.0114863,102.59042,9.400471014,31.96614679,0,0,0,0,0,4.91
Kevin White,2,1,7,2015,23,2,23,17.85038462,144,1954,13.56944444,6.26,1.00,0.37,0.24,1.09,2.71,2.71,1.90,0.57,2.16,2.16,1.37,0.24,0.37,0.37,0.30,-0.10,0.01,0.01,-0.04,0.16,0.35,0.35,0.26,-0.14,0.03,0.03,-0.06,6.70,-0.02,0.07,0.04,27.00,27.14,4.35,74.63,215.00,23.00,36.50,118.00,4.14,6.92,120.09,123.78,9.25,32.63,0.00,0.00,0.00,0.00,0.00,6.13
Breshad Perriman,1,1,26,2015,21,3,36,11.85545843,115,2243,19.50434783,3.19,1.00,0.37,0.19,0.45,1.19,1.19,0.89,0.20,0.92,0.92,0.56,0.11,0.37,0.37,0.22,-0.09,0.05,0.05,-0.03,0.12,0.34,0.34,0.23,-0.06,0.05,0.05,-0.01,-0.32,-0.07,0.04,0.02,27.00,27.22,4.31,74.00,212.00,18.00,36.50,127.00,4.25,6.96,122.87,124.54,9.25,32.00,0.00,0.00,0.00,0.00,0.00,4.05
Jaelen Strong,10,3,70,2015,21,2,26,18.95654762,157,2287,14.56687898,6.04,1.00,0.31,0.29,2.28,2.51,2.51,2.39,1.74,1.87,1.87,1.80,0.28,0.31,0.31,0.29,0.02,-0.01,0.02,0.01,0.30,0.33,0.33,0.31,0.06,0.04,0.06,0.05,4.96,0.05,0.07,0.03,27.00,27.58,4.44,74.38,217.00,10.00,42.00,123.00,4.26,7.39,111.68,114.34,9.00,32.50,0.00,0.00,0.00,0.00,0.00,7.13
Eric Decker,4,3,87,2010,23,4,42,17.08745265,226,3122,13.81415929,5.380952381,1,0.36,0.26,1.013404826,2.595180723,1.968831169,1.89490484,0.2428954424,2.190503189,1.502683983,1.359656031,0.134,0.422,0.307,0.299,-0.12,-0.05,0.09,-0.02,0.13,0.28,0.38,0.27,-0.11,-0.04,0.07,-0.01,5.60117783,-0.01,0.00,-0.02,27,27.03267799,4.6,75.125,217,15,35.90447598,121.7511416,4.25149061,6.964760192,97.67981697,95.79494826,9.125,31,0,2,3,3,1,9.803333333
Devin Smith,4,2,37,2015,23,4,46,11.66517857,121,2503,20.68595041,2.63,1.00,0.29,0.19,1.21,2.28,2.28,1.88,0.79,1.63,1.63,1.31,0.20,0.32,0.27,0.25,-0.05,-0.09,0.00,-0.06,0.18,0.25,0.28,0.26,-0.06,-0.07,-0.01,-0.05,-0.07,-0.03,-0.03,-0.01,26.00,26.31,4.42,72.38,196.00,10.00,39.00,122.00,4.15,6.88,102.71,99.57,9.00,31.00,0.00,0.00,0.00,0.00,0.00,3.40
Mike Williams,3,4,101,2010,23,3,28,16.71018519,133,2044,15.36842105,4.75,1,0.39,0.25,1.501628664,2.191099476,2.113314448,1.93534753,1.061191252,1.741164921,1.617968434,1.473441536,0.276,0.430,0.340,0.349,0.02,-0.02,0.11,0.04,0.24,0.30,0.30,0.27,0.01,-0.02,0.02,0.00,8.510574981,0.01,0.03,-0.01,28,28.76178946,4.57,73.5,221,8,36.5,118,4.275,6.9,101.3345327,101.3240553,9.625,35,0,0,2,3,0,9.786
Sammie Coates,11,3,87,2015,22,3,30,10.09611111,82,1757,21.42682927,2.73,1.00,0.29,0.19,3.18,3.18,2.23,1.95,2.61,2.61,1.63,2.12,0.16,0.36,0.21,0.24,0.04,-0.12,0.04,-0.04,0.06,0.25,0.37,0.31,0.08,-0.06,0.08,0.01,-3.55,0.04,-0.02,0.01,27.00,27.68,4.43,73.38,212.00,23.00,41.00,131.00,4.06,6.98,110.09,109.71,9.38,33.38,0.00,0.00,0.00,0.00,0.00,3.93
Dorial Green-Beckham,11,2,40,2015,22,2,24,12.79785714,87,1278,14.68965517,3.63,2.00,0.32,0.19,0.95,1.94,1.94,1.45,0.43,1.35,1.35,0.89,0.24,0.32,0.32,0.28,-0.01,0.00,0.00,-0.01,0.15,0.25,0.25,0.20,-0.09,-0.04,-0.04,-0.06,4.95,-0.07,0.07,0.06,28.00,28.01,4.49,77.13,237.00,13.00,33.25,119.50,4.43,6.89,116.63,128.40,9.00,32.50,0.00,0.00,0.00,0.00,0.00,7.22
Jacoby Ford,0,4,108,2010,23,4,45,11.1165522,143,1986,13.88811189,3.177777778,1,0.28,0.17,0.5718654434,2.007731959,2.007731959,1.262339427,0.1203453859,1.574742268,1.574742268,0.7980634089,0.093,0.275,0.275,0.186,-0.16,-0.08,-0.07,-0.13,0.07,0.29,0.29,0.20,-0.16,-0.03,-0.03,-0.11,0.0132001827,-0.07,0.01,0.03,27,27.56690616,4.28,68.875,186,15,33.5,115,4.44,7,110.8582105,97.33286397,9.400471014,31.96614679,0,0,0,0,0,8.21
Riley Cooper,11,5,159,2010,22,4,32,11.57232143,81,1496,18.4691358,2.53125,1,0.31,0.10,0.7933130699,2.64738292,2.64738292,1.043856889,0.03470111449,1.946386946,1.946386946,0.9905440304,0.066,0.306,0.306,0.134,-0.23,-0.03,-0.03,-0.13,0.03,0.29,0.29,0.19,-0.20,-0.02,-0.02,-0.11,0.139150187,-0.09,0.02,0.02,27,27.47240191,4.56,75.375,222,10,33,114,4.2,6.78,102.6889231,107.9844344,10.375,32.625,0,0,0,1,0,5.5
Jamison Crowder,0,4,105,2015,22,4,48,15.6620364,283,3641,12.86572438,5.90,1.00,0.33,0.26,0.33,2.89,2.22,1.85,-0.14,2.40,1.76,1.37,0.06,0.35,0.32,0.25,-0.14,-0.02,0.04,-0.02,0.05,0.37,0.39,0.35,-0.13,0.07,0.10,0.02,3.17,0.08,0.10,0.04,27.00,27.82,4.54,68.38,185.00,10.00,37.00,119.00,4.32,7.11,87.48,75.69,8.75,30.38,0.00,0.00,0.00,3.00,0.00,10.58
Chris Conley,11,3,76,2015,22,4,42,10.00514486,117,1938,16.56410256,2.79,1.00,0.29,0.13,0.66,2.04,2.04,1.25,0.25,1.61,1.61,0.75,0.07,0.29,0.29,0.16,-0.13,-0.04,-0.04,-0.12,0.08,0.25,0.25,0.17,-0.10,-0.05,-0.05,-0.11,-3.04,-0.11,-0.02,-0.03,27.00,27.44,4.35,73.88,213.00,18.00,45.00,139.00,4.30,7.06,118.97,120.18,9.88,33.75,0.00,0.00,0.00,0.00,0.00,5.46
David Gettis,2,6,198,2010,23,4,36,7.713295455,116,1555,13.40517241,3.222222222,2,0.23,0.13,0.7254901961,1.56612529,1.56612529,0.9502478862,0.3598484848,1.119876257,1.119876257,0.7638491339,0.033,0.232,0.232,0.104,-0.19,-0.10,-0.10,-0.17,0.02,0.23,0.23,0.18,-0.11,-0.07,-0.07,-0.10,-1.553065885,-0.10,0.04,0.01,27,27.12286201,4.475,75,217,15,34.5,124,4.41,6.94,108.2225022,112.6736622,9.400471014,31.96614679,0,0,0,0,0,7.45
Kenny Britt,3,1,30,2009,20,2,25,20.6775641,149,2603,17.46979866,5.96,1,0.36,0.35,3.285333333,3.311594203,3.311594203,3.298463768,2.556,2.604066023,2.604066023,2.580033011,0.378,0.378,0.330,0.354,0.18,0.08,0.18,0.13,0.38,0.39,0.39,0.38,0.19,0.15,0.19,0.17,9.67443553,0.11,0.12,0.02,27,27.3389059,4.54,74.875,218,23,37,124,4.47,6.964760192,102.6273412,106.4923698,9,34,0,0,1,1,1,15.34
Hakeem Nicks,0,1,29,2009,21,3,35,16.84465812,181,2840,15.69060773,5.171428571,1,0.52,0.35,1.993957704,3.81875,3.81875,2.805322858,1.492911922,3.145052083,3.145052083,2.224639061,0.335,0.522,0.522,0.400,0.13,0.20,0.20,0.14,0.31,0.47,0.47,0.38,0.12,0.18,0.18,0.14,6.719183336,0.10,0.19,0.06,28,28.1623034,4.63,72.75,212,10,36,121.7511416,4.48,7.01,92.26604237,90.38259368,8.625,30.375,0,2,2,3,2,15.78
Stefon Diggs,4,5,146,2015,21,3,28,17.06147186,150,2227,14.84666667,5.36,1.00,0.32,0.27,2.80,2.80,1.89,2.04,2.20,2.20,1.44,1.45,0.37,0.37,0.27,0.27,0.17,-0.05,0.17,0.01,0.39,0.28,0.39,0.33,0.21,-0.01,0.21,0.05,3.18,0.05,0.00,-0.02,26.00,26.45,4.46,72.00,195.00,11.00,35.00,115.00,4.24,7.03,98.57,94.57,10.00,31.25,0.00,1.00,4.00,4.00,1.00,13.68
Michael Crabtree,2,1,10,2009,21,2,26,30.37692308,231,3127,13.53679654,8.884615385,1,0.34,0.25,2.57480315,2.57480315,1.759818731,2.16731094,2.039895013,2.039895013,1.252737915,1.646316464,0.376,0.376,0.311,0.343,0.12,-0.01,0.12,0.06,0.32,0.22,0.32,0.27,0.08,-0.07,0.08,0.01,7.787037261,-0.01,-0.06,-0.02,28,28.07634296,4.59,73.375,215,10,35.90447598,121.7511416,4.25149061,6.964760192,97.67981697,95.79494826,9.125,32.5,0,1,3,6,0,11
Justin Hardy,1,4,107,2015,23,4,49,21.60875,387,4541,11.73385013,7.90,1.00,0.35,0.27,1.26,2.36,2.36,2.04,0.85,1.91,1.91,1.60,0.22,0.38,0.32,0.29,-0.04,-0.04,0.06,-0.02,0.19,0.31,0.31,0.28,-0.05,-0.01,0.02,-0.01,10.04,-0.02,0.01,0.02,27.00,27.35,4.59,70.25,192.00,11.00,36.50,114.00,4.21,6.63,86.51,79.02,10.00,32.13,0.00,0.00,0.00,0.00,0.00,5.11
Darrius Heyward-Bey,0,1,7,2009,22,3,36,13.02472805,138,2064,14.95652174,3.833333333,1,0.30,0.24,2.077844311,2.271676301,1.463659148,1.937726587,1.483033932,1.725846408,1.069438302,1.426106214,0.302,0.315,0.276,0.298,0.05,-0.06,0.05,0.00,0.29,0.22,0.30,0.27,0.05,-0.09,0.05,-0.01,0.06323927969,-0.01,-0.06,-0.03,27,27.2374839,4.3,73.625,210,16,38.5,126,4.18,6.8,122.8500869,123.2557222,9.625,31.625,0,0,0,1,0,6.803333333
Rashad Greene,0,5,139,2015,22,4,50,16.98571429,270,3830,14.18518519,5.40,1.00,0.30,0.23,1.56,2.65,2.65,2.12,1.04,2.10,2.10,1.56,0.23,0.30,0.30,0.25,0.03,-0.04,0.03,-0.03,0.18,0.32,0.32,0.26,0.00,0.02,0.02,-0.02,5.22,-0.02,0.05,0.00,25.00,25.12,4.53,71.38,182.00,10.00,36.25,122.00,4.12,6.88,86.44,81.50,9.00,31.63,0.00,0.00,0.00,0.00,0.00,3.45
Mohamed Massaquoi,11,2,50,2009,22,4,50,9.61520979,158,2282,14.44303797,3.16,2,0.28,0.19,1.391184573,2.3,2.3,1.528349864,0.9087668125,1.767647059,1.767647059,1.053714572,0.123,0.275,0.275,0.188,-0.08,-0.06,-0.06,-0.09,0.17,0.25,0.25,0.19,-0.01,-0.05,-0.01,-0.06,4.705937589,-0.08,0.07,0.02,27,27.33020718,4.61,73.5,210,10,36.5,127,4.2,7.12,92.99200012,92.98179314,9.5,34.75,0,0,0,0,0,6.71
Keith Mumphery,4,5,175,2015,23,3,27,5.468162393,62,853,13.75806452,2.30,4.00,0.14,0.09,1.11,1.11,0.70,0.63,0.69,0.69,0.29,0.49,0.01,0.13,0.12,0.08,-0.19,-0.22,-0.19,-0.20,0.01,0.10,0.19,0.14,-0.10,-0.21,-0.10,-0.15,-2.75,-0.14,0.00,-0.01,29.00,29.47,4.54,71.63,215.00,15.00,32.50,121.00,4.25,7.07,101.22,96.11,9.13,31.13,0.00,0.00,0.00,0.00,0.00,3.37
Mike Thomas,9,4,107,2009,22,4,47,16.4624359,259,3231,12.47490347,5.510638298,1,0.28,0.27,2.095108696,2.095108696,2.012195122,1.939253128,1.523324275,1.523324275,1.495609756,1.43216655,0.284,0.337,0.213,0.273,0.08,-0.12,0.08,0.00,0.31,0.26,0.31,0.29,0.12,-0.05,0.12,0.03,1.165619329,0.00,-0.02,0.02,29,29.75865054,4.4,67.875,195,16,40.5,125,4.28,6.65,104.0528311,88.72406869,9.400471014,31.96614679,0,0,0,1,0,5.556
Geremy Davis,1,6,168,2015,23,4,38,10.11708333,165,2292,13.89090909,4.34,1.00,0.29,0.21,1.58,2.47,1.53,1.45,0.98,1.98,1.13,1.37,0.02,0.29,0.25,0.18,-0.16,-0.11,-0.05,-0.10,0.03,0.26,0.39,0.29,-0.07,-0.07,0.08,-0.02,-4.94,-0.01,-0.04,-0.01,27.00,27.45,4.54,74.38,216.00,23.00,36.50,124.00,4.18,6.86,101.69,104.11,9.50,32.25,0.00,0.00,0.00,0.00,0.00,0.69
Geremy Davis,1,6,168,2015,23,4,38,10.11708333,165,2292,13.89090909,4.34,1.00,0.29,0.21,1.58,2.47,1.53,1.45,0.98,1.98,1.13,1.37,0.02,0.29,0.25,0.18,-0.16,-0.11,-0.05,-0.10,0.03,0.26,0.39,0.29,-0.07,-0.07,0.08,-0.02,-4.94,-0.01,-0.04,-0.01,27.00,27.45,4.54,74.38,216.00,23.00,36.50,124.00,4.18,6.86,101.69,104.11,9.50,32.25,0.00,0.00,0.00,0.00,0.00,0.69
Mario Alford,2,7,238,2015,23,2,22,14.22136752,92,1497,16.27173913,4.18,2.00,0.33,0.18,1.19,1.77,1.77,1.48,0.67,1.22,1.22,0.94,0.15,0.33,0.33,0.24,-0.18,-0.03,-0.03,-0.11,0.18,0.23,0.23,0.20,-0.13,-0.09,-0.09,-0.11,4.63,-0.08,0.04,0.04,26.00,26.97,4.38,68.50,180.00,13.00,34.00,121.00,4.07,6.64,98.26,85.34,9.38,31.25,0.00,0.00,0.00,0.00,0.00,2.50
