Name,Conference,DR,DP,Draft Year,Age IN DRAFT YEAR,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Yards Dominator,RecYds/TmPatt First,RecYds/TmPatt Best,RecYds/TmPatt Last,RecYds/TmPatt AVG,RecYds/TmPatt Above Team AVG First,RecYds/TmPatt Above Team AVG Best,RecYds/TmPatt Above Team AVG Last,RecYds/TmPatt Above Team AVG AVG,Dominator First Season,Dominator Best Season,Dominator Last Season,Dominator AVG Season,DOa First,DOa Best,DOa Last,DOa AVG,MS Yards First,MS Yards Best,MS Yards Last,MS Yards AVG,YOa First,YOa Best,YOa Last,YOa AVG,PPG Above conference expectation (Last Year),AVG S/EX (Yds Share Over Expectation),Last S/EX (Yds Share Over Expectation),TeamMate Score (TeamMate Over Expected),BMI Bucket,BMI,40 time,height,weight,Bench,Verticle,Broad,Shuttle,3 Cone,WaSS,HaSS,Hand Size,Arm Length,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,# of top  36 finishes,# of 1000 Rec yards seasons,AVG PPG (PPR) Season 1-3
Donte Moncrief,11,3,90,2014,21,2,25,16.59070513,125,1917,15.336,5,1,0.31,0.25,2.387804878,2.387804878,1.918200409,2.153002644,1.891006098,1.891006098,1.447469325,1.669237711,0.359,0.359,0.252,0.305,0.11,-0.07,0.11,0.02,0.30,0.25,0.30,0.28,0.06,-0.03,0.06,0.01,0.08800139788,0.00,-0.02,-0.01,28,28.08902234,4.4,74.375,221,13,39.5,132,4.3,7.02,117.9265419,120.7392904,9.125,32.375,0,0,0,1,0,9.98
Josh Huff,10,3,86,2014,22,4,43,12.72012238,144,2366,16.43055556,3.348837209,1,0.34,0.16,0.7670886076,2.814814815,2.814814815,1.504402219,0.2932241251,2.230092593,2.230092593,1.005556158,0.096,0.338,0.338,0.179,-0.10,0.00,0.00,-0.10,0.10,0.30,0.30,0.18,-0.09,-0.01,-0.01,-0.08,2.555628663,-0.09,0.04,0.01,28,28.52960707,4.515,71.25,206,14.5,36.25,117,4.17,7.01,99.14394538,93.15595172,9.375,31.25,0,0,0,0,0,4.11
Trent Taylor,5,5,177,2017,23,4,50,17.77138278,327,4179,12.77981651,6.54,1.00,0.33,0.26,0.58,3.32,3.32,2.10,0.24,2.60,2.60,1.60,0.15,0.32,0.32,0.26,-0.10,-0.04,-0.02,-0.05,0.11,0.35,0.35,0.25,-0.13,0.03,0.03,-0.04,12.98,-0.02,0.08,0.04,27.00,27.52,4.63,68.00,181.00,13.00,33.00,117.00,4.01,6.74,78.77,67.42,8.25,28.75,0.00,0.00,0.00,0.00,0.00,5.36
Bruce Ellington,11,4,106,2014,23,3,34,11.10027778,106,1586,14.96226415,3.117647059,1,0.25,0.16,0.6698412698,2.028795812,2.028795812,1.448996243,0.09377289377,1.573987324,1.573987324,0.9386500878,0.071,0.251,0.251,0.180,-0.18,-0.08,-0.08,-0.12,0.09,0.23,0.23,0.17,-0.15,-0.07,-0.07,-0.11,0.5940911415,-0.10,-0.04,-0.02,28,28.77786303,4.45,69.375,197,15,39.5,120,3.95,6.69,100.474575,89.50193629,9.625,31,0,0,0,0,0,3.665
Chad Hansen,10,4,141,2017,22,2,17,17.70928571,111,1498,13.4954955,6.53,1.00,0.29,0.16,0.45,2.01,2.01,1.23,-0.04,1.63,1.63,0.79,0.04,0.29,0.29,0.17,-0.28,-0.04,-0.04,-0.16,0.05,0.29,0.29,0.29,-0.24,-0.02,-0.02,-0.13,11.89,0.03,0.04,-0.01,26.00,26.02,4.53,73.88,202.00,11.00,35.00,119.00,4.13,6.74,96.36,97.34,10.13,32.13,0.00,0.00,0.00,0.00,0.00,3.18
Isaiah Ford,0,7,237,2017,21,2,26,16.44615385,131,1873,14.29770992,5.04,1.00,0.43,0.30,1.56,2.96,2.96,2.26,1.17,2.39,2.39,1.78,0.28,0.43,0.43,0.36,0.08,0.17,0.17,0.13,0.25,0.40,0.40,0.32,0.07,0.16,0.16,0.11,6.13,0.05,0.13,0.05,25.00,25.59,4.62,73.00,194.00,14.00,35.50,127.00,4.34,6.94,85.17,84.00,9.25,32.63,0.00,0.00,0.00,0.00,0.00,2.50
Mack Hollins,0,4,118,2017,23,3,33,10.98644689,81,1667,20.58024691,2.45,4.00,0.17,0.12,1.20,1.83,0.67,1.23,0.73,1.18,0.19,0.70,0.22,0.23,0.11,0.19,-0.10,-0.25,-0.10,-0.15,0.17,0.08,0.20,0.19,-0.12,-0.24,-0.10,-0.15,2.05,-0.09,-0.02,0.02,26.00,26.90,4.53,76.00,221.00,10.00,35.90,121.75,4.25,6.96,104.96,112.21,9.75,33.25,0.00,0.00,0.00,0.00,0.00,3.36
Quincy Enunwa,4,6,209,2014,22,4,37,7.856614219,114,1528,13.40350877,3.081081081,1,0.39,0.14,1.003424658,1.99734748,1.99734748,1.071290918,0.4860567515,1.598377282,1.598377282,0.9508739547,0.002,0.387,0.387,0.159,-0.11,0.05,0.05,-0.09,0.00,0.29,0.29,0.20,-0.10,-0.01,-0.01,-0.08,2.262008959,-0.09,0.01,0.01,28,28.88799405,4.45,74,225,19,35.90447598,121.7511416,4.25149061,6.964760192,114.7552253,116.3104834,9.5,32.625,0,0,0,0,0,7.795
Robert Herron,8,6,185,2014,22,4,40,12.49075126,152,2025,13.32236842,3.8,2,0.29,0.15,0.1986062718,1.970401691,1.970401691,1.164703704,-0.2369337979,1.419092535,1.419092535,0.6836540422,0.014,0.293,0.293,0.172,-0.19,-0.04,-0.04,-0.10,0.03,0.28,0.28,0.15,-0.15,-0.03,-0.03,-0.09,7.153647408,-0.13,0.07,0.03,28,28.39784129,4.44,69.125,193,18,35.5,125,4.27,6.84,99.3242797,87.84045007,9.75,30.5,0,0,0,0,0,2.97
Michael Campanaro,0,7,218,2014,23,4,39,16.1096875,229,2506,10.94323144,5.871794872,1,0.39,0.24,0.3543046358,1.949029126,1.949029126,1.48029199,-0.08558329088,1.612221588,1.612221588,1.047570022,0.031,0.389,0.384,0.244,-0.22,0.03,0.06,-0.07,0.06,0.34,0.34,0.21,-0.18,0.02,0.02,-0.05,9.025125848,-0.07,0.07,-0.03,28,28.04746042,4.46,69.375,192,20,39,122,4.01,6.77,97.04916196,86.45029541,9,30.25,0,0,0,0,0,5.11
Deandre Hopkins,0,1,27,2013,21,3,38,17.46483516,206,3020,14.66019417,5.421052632,1,0.39,0.26,1.56127451,2.970401691,2.970401691,2.132696138,1.145751634,2.449819674,2.449819674,1.652976696,0.243,0.393,0.393,0.278,0.04,0.07,0.07,0.02,0.25,0.34,0.34,0.28,0.07,0.05,0.07,0.04,10.83071587,0.00,0.06,0.01,28,28.23360669,4.595,73,214,15,36,115,4.5,6.88,96.00673626,94.6946578,10,33.375,4,4,5,5,5,15.16333333
Jehu Chesson,4,4,139,2017,23,4,42,8.35,114,1639,14.37719298,2.71,3.00,0.24,0.13,0.56,1.84,1.35,1.06,-0.07,1.45,1.01,0.62,0.06,0.34,0.14,0.14,-0.19,-0.22,0.00,-0.17,0.07,0.18,0.25,0.17,-0.17,-0.14,-0.06,-0.15,-0.16,-0.11,0.05,0.04,25.00,25.58,4.49,74.88,204.00,11.50,37.50,132.00,4.09,6.70,100.39,104.17,9.13,33.25,0.00,0.00,0.00,0.00,0.00,0.90
Isaiah McKenzie,11,5,172,2017,22,3,26,8.019444444,60,823,13.71666667,2.31,1.00,0.34,0.10,0.21,1.64,1.64,0.74,-0.22,1.26,1.26,0.34,0.01,0.34,0.34,0.13,-0.24,0.01,0.01,-0.17,0.03,0.25,0.25,0.25,-0.21,-0.05,-0.05,-0.17,0.15,-0.02,-0.01,-0.01,26.00,26.70,4.42,67.50,173.00,11.00,36.00,123.00,4.15,7.05,90.65,76.45,8.88,28.88,0.00,0.00,0.00,0.00,0.00,5.08
Tyler Boyd,0,2,55,2016,21,3,38,20.52275641,254,3361,13.23228346,6.68,1.00,0.41,0.41,2.94,4.12,2.71,3.25,2.29,3.59,2.25,2.71,0.36,0.50,0.33,0.39,0.16,0.01,0.24,0.14,0.38,0.37,0.52,0.43,0.20,0.08,0.28,0.19,7.12,0.15,0.10,0.02,25.00,25.64,4.58,73.50,197.00,11.00,34.00,119.00,4.35,6.90,89.94,89.93,9.75,32.00,0.00,0.00,2.00,2.00,1.00,9.25
Will Fuller,6,1,21,2016,22,3,32,15.63076923,144,2512,17.44444444,4.50,1.00,0.47,0.21,2.37,3.29,3.29,2.01,1.64,2.56,2.56,2.10,0.04,0.47,0.47,0.30,0.08,0.13,0.13,0.11,0.05,0.37,0.37,0.33,0.01,0.07,0.07,0.04,6.81,0.04,0.08,0.00,25.00,25.14,4.32,72.13,186.00,10.00,33.50,126.00,4.27,6.93,106.81,102.84,8.25,30.75,0.00,0.00,0.00,0.00,0.00,12.10
Corey Coleman,2,1,15,2016,22,3,33,20.94454545,173,3009,17.39306358,5.24,1.00,0.41,0.23,1.18,3.51,3.51,2.28,0.48,2.91,2.91,1.66,0.09,0.41,0.41,0.25,-0.17,0.08,0.08,-0.05,0.11,0.36,0.36,0.24,-0.13,0.06,0.06,-0.04,11.19,-0.04,0.08,0.06,27.00,27.06,4.43,71.00,194.00,17.00,40.50,129.00,4.25,6.96,101.20,94.42,9.00,30.25,0.00,0.00,0.00,0.00,0.00,6.40
Laquon Treadwell,11,1,23,2016,21,3,35,16.39472934,202,2393,11.84653465,5.77,1.00,0.29,0.22,1.24,2.36,2.36,1.69,0.77,1.86,1.86,1.21,0.19,0.29,0.29,0.22,-0.01,-0.03,-0.01,-0.03,0.17,0.26,0.26,0.20,-0.02,-0.02,-0.02,-0.03,6.57,-0.07,0.00,-0.01,28.00,28.37,4.69,74.00,221.00,12.00,33.25,117.00,4.35,7.09,91.35,92.59,9.50,33.38,0.00,0.00,0.00,0.00,0.00,3.05
Stedman Bailey,2,3,92,2013,22,3,35,20.88518519,210,3218,15.32380952,6,1,0.47,0.23,0.8298429319,3.026119403,3.026119403,2.073367605,0.3115183246,2.409873708,2.409873708,1.481470694,0.141,0.473,0.473,0.314,-0.11,0.14,0.14,0.01,0.11,0.38,0.38,0.26,-0.12,0.07,0.07,-0.02,15.3711909,-0.02,0.10,0.07,27,27.49558468,4.55,70.25,193,11,34.5,117,4.09,6.81,90.06202716,82.26283159,9.875,32.625,0,0,0,0,0,5.856666667
Sterling Shepard,2,2,40,2016,22,4,47,16.01836538,233,3482,14.94420601,4.96,1.00,0.32,0.24,1.09,2.94,2.94,2.03,0.54,2.43,2.43,1.52,0.12,0.33,0.31,0.26,-0.08,-0.03,0.02,-0.02,0.14,0.32,0.37,0.27,-0.04,0.01,0.08,0.01,4.38,-0.01,0.04,0.01,27.00,27.64,4.48,70.25,194.00,20.00,41.00,123.00,4.35,7.00,96.32,87.98,9.75,30.38,0.00,0.00,0.00,2.00,0.00,12.13
Josh Boyce,2,4,102,2013,22,3,37,14.90747863,161,2535,15.74534161,4.351351351,1,0.31,0.26,1.951661631,2.859598854,2.238693467,2.349984651,1.350855992,2.196826097,1.686109117,1.744597068,0.212,0.346,0.279,0.279,-0.04,-0.05,0.03,-0.02,0.22,0.29,0.33,0.28,-0.02,-0.02,0.04,0.00,-0.5384244867,0.00,0.01,0.00,28,28.62997501,4.38,71.125,206,22,34,131,4.1,6.68,111.9439879,104.8144951,9.25,31.25,0,0,0,0,0,3.52
Quinton Patton,13,4,128,2013,23,2,25,23.72403846,183,2594,14.17486339,7.32,1,0.41,0.32,2.514644351,2.621468927,2.621468927,2.568056639,2.032127914,2.093032015,2.093032015,2.062579964,0.448,0.448,0.362,0.405,0.13,0.03,0.13,0.08,0.37,0.33,0.37,0.35,0.08,0.02,0.08,0.05,10.42089542,0.07,0.05,0.00,27,27.66708994,4.53,72,204,8,35,116,4.01,6.91,96.88741191,92.96241926,9.375,32.875,0,0,0,0,0,2.686666667
Ace Sanders,11,4,101,2013,21,3,34,9.156565657,98,1231,12.56122449,2.882352941,2,0.24,0.15,0.8170103093,1.458791209,1.458791209,1.163891511,0.2432989691,0.9586296057,0.9586296057,0.6139110715,0.091,0.241,0.241,0.155,-0.11,-0.08,-0.08,-0.10,0.09,0.17,0.17,0.14,-0.09,-0.12,-0.08,-0.09,2.47186422,-0.13,-0.01,-0.02,27,27.09535248,4.59,67,173,7,32,115.5,4.37,6.81,77.95165796,64.76359442,8.875,29.5,0,0,0,0,0,4.375
Marquise Goodwin,2,3,78,2013,22,4,42,8.550454545,120,1364,11.36666667,2.857142857,3,0.13,0.11,0.5205223881,1.18258427,0.8521303258,0.8212416783,-0.02970723307,0.8523274478,0.3755221387,0.3613859002,0.054,0.148,0.110,0.105,-0.15,-0.22,-0.14,-0.17,0.07,0.10,0.17,0.11,-0.11,-0.21,-0.11,-0.14,-0.4107518156,-0.17,-0.04,-0.01,27,27.12227864,4.27,68.875,183,13,42,132,4.14,6.71,110.0955043,96.66303483,8.625,31.5,0,0,0,1,0,4.313333333
Michael Thomas,4,2,47,2016,23,3,31,9.576410256,113,1602,14.17699115,3.65,1.00,0.40,0.17,1.95,2.41,2.41,1.48,1.31,1.78,1.78,1.54,0.01,0.40,0.40,0.21,-0.12,0.04,0.04,-0.04,0.01,0.32,0.32,0.27,-0.09,0.00,0.00,-0.05,0.09,-0.02,0.04,0.02,26.00,26.68,4.57,74.75,212.00,18.00,33.00,126.00,4.13,6.80,95.11,98.36,10.50,32.13,3.00,4.00,4.00,4.00,3.00,17.80
Josh Doctson,2,1,22,2016,23,4,44,16.82987762,214,3177,14.84579439,4.86,1.00,0.33,0.20,0.92,2.57,2.57,1.62,0.50,2.06,2.06,1.19,0.19,0.33,0.33,0.25,-0.01,-0.03,-0.01,-0.05,0.15,0.29,0.29,0.21,-0.04,-0.03,-0.03,-0.06,12.27,-0.07,0.01,0.05,25.00,25.93,4.50,74.00,202.00,14.00,41.00,131.00,4.08,6.84,98.52,99.86,9.88,31.88,0.00,0.00,0.00,0.00,0.00,6.58
Pharoh Cooper,11,4,117,2016,21,3,31,16.22147436,138,2163,15.67391304,4.45,1.00,0.43,0.22,2.43,2.79,2.79,1.79,1.87,2.34,2.34,2.11,0.02,0.43,0.43,0.26,0.06,0.11,0.11,0.09,0.02,0.39,0.39,0.35,0.07,0.10,0.10,0.09,4.94,0.08,0.12,0.01,28.00,28.31,4.70,71.00,203.00,17.00,30.75,116.50,4.31,7.20,83.20,77.63,9.13,32.25,0.00,0.00,0.00,0.00,0.00,1.37
Kevin Dorsey,0,7,224,2013,23,4,31,6.652291667,80,1092,13.65,2.580645161,3,0.21,0.10,0.4807197943,1.323325635,1.03960396,0.7218377973,0.05867231211,0.93456505,0.4383938394,0.4772104005,0.003,0.221,0.190,0.121,-0.25,-0.17,-0.11,-0.18,0.01,0.14,0.23,0.19,-0.22,-0.18,-0.08,-0.16,-2.198575821,-0.09,0.00,0.04,27,27.03164182,4.52,73.375,207,17,38,121.7511416,4.33,7.13,99.18513799,98.83723154,9.400471014,31.96614679,0,0,0,0,0,1.4
Leonte Carroo,4,3,86,2016,22,3,30,18.03657407,122,2373,19.45081967,4.07,1.00,0.44,0.24,1.09,3.05,2.43,2.19,0.65,2.46,1.93,1.68,0.28,0.43,0.43,0.37,0.03,0.09,0.09,0.07,0.16,0.33,0.37,0.26,-0.08,0.02,0.08,0.01,8.11,-0.02,0.04,0.01,28.00,28.72,4.50,71.88,211.00,14.00,35.50,120.00,4.25,6.96,102.91,98.40,9.63,31.38,0.00,0.00,0.00,0.00,0.00,5.09
Rashard Higgins,8,5,172,2016,21,3,38,21.22460317,238,3648,15.32773109,6.26,1.00,0.40,0.31,1.75,3.91,2.71,2.79,1.19,3.36,2.24,2.26,0.24,0.46,0.35,0.35,0.04,0.03,0.21,0.09,0.22,0.36,0.42,0.33,0.04,0.07,0.18,0.10,4.12,0.05,0.07,-0.01,25.00,25.60,4.67,73.38,196.00,13.00,32.25,118.00,4.57,7.24,82.77,82.48,9.75,32.25,0.00,0.00,0.00,0.00,0.00,4.75
Kendall Wright,2,1,20,2012,22,4,50,18.80144231,302,4004,13.25827815,6.04,1,0.36,0.29,2.237931034,3.922169811,3.922169811,2.476722237,1.701477833,3.203773585,3.203773585,1.943386735,0.305,0.357,0.357,0.307,0.10,0.02,0.10,0.03,0.30,0.36,0.36,0.29,0.12,0.06,0.12,0.04,11.12960777,0.02,0.08,0.05,27,27.92297719,4.54,70.25,196,4,38.5,121,4.18,6.93,92.2704536,84.28020263,8.625,30.5,0,0,1,1,1,12.03
Demarcus Robinson,11,4,126,2016,21,3,26,9.323484848,105,1353,12.88571429,4.04,2.00,0.26,0.19,2.51,2.51,1.29,1.33,2.03,2.03,0.91,1.47,0.01,0.38,0.14,0.18,0.13,-0.18,0.13,-0.03,0.01,0.18,0.38,0.28,0.14,-0.11,0.14,0.01,-0.70,0.01,-0.01,-0.01,26.00,26.51,4.61,73.38,203.00,9.00,34.00,123.00,4.23,6.76,89.89,89.58,9.50,33.00,0.00,0.00,0.00,0.00,0.00,4.22
Michael Floyd,6,1,13,2012,22,4,42,21.02304945,271,3686,13.60147601,6.452380952,1,0.39,0.25,1.615730337,2.424947146,2.424947146,1.989768928,1.01835206,1.846370684,1.846370684,1.427962902,0.253,0.389,0.389,0.316,0.05,0.06,0.06,0.04,0.23,0.35,0.35,0.30,0.04,0.04,0.04,0.02,7.190283272,-0.02,0.04,0.02,27,27.77488695,4.47,74.625,220,16,36.5,122,4.42,7.16,110.2104014,113.5988126,9.375,32.875,0,0,0,1,0,8.99
Justin Blackmon,2,1,5,2012,22,3,35,23.60619658,252,3564,14.14285714,7.2,1,0.43,0.25,0.776119403,3.34962406,2.557983193,2.227908885,0.311840796,2.852388324,1.993837535,1.719355552,0.106,0.476,0.376,0.319,-0.15,0.04,0.16,0.02,0.11,0.30,0.40,0.27,-0.13,0.00,0.11,-0.01,12.27191547,-0.01,0.02,-0.01,27,27.40384594,4.51,72.875,207,14,35,123,4.43,7.18,100.0677589,98.36226087,9.25,32.5,0,0,0,1,0,15.01
Alshon Jeffery,11,2,45,2012,22,3,38,16.23085248,183,3042,16.62295082,4.815789474,1,0.40,0.31,1.738041002,3.909793814,2.419047619,2.688960812,1.318194761,3.336082474,1.842979243,2.165752159,0.296,0.423,0.372,0.364,0.04,0.04,0.10,0.06,0.26,0.32,0.45,0.35,0.02,0.02,0.17,0.07,-1.158010138,0.07,0.05,0.00,27,27.08809025,4.53,74.875,216,10,36.5,122,4.22,6.76,102.5866714,106.4500932,10.25,33,0,2,3,4,2,14.28333333
Tajae Sharpe,7,5,140,2016,21,3,36,18.94722222,257,3280,12.76264591,7.14,1.00,0.39,0.36,2.01,2.68,2.68,2.43,1.62,2.35,2.35,2.03,0.40,0.40,0.35,0.35,0.20,0.03,0.20,0.09,0.36,0.43,0.43,0.38,0.18,0.14,0.18,0.14,7.72,0.09,0.14,0.02,24.00,24.91,4.55,74.00,194.00,11.00,33.50,114.00,4.25,6.96,90.53,91.75,8.38,32.25,0.00,0.00,0.00,0.00,0.00,6.25
Devier Posey,4,3,68,2012,23,4,35,11.77371795,136,1955,14.375,3.885714286,4,0.25,0.19,2.628571429,2.628571429,0.6666666667,1.543800381,1.977200577,1.977200577,1.934246112,1.955723345,0.059,0.394,0.105,0.204,0.07,-0.07,0.07,0.00,0.06,0.10,0.37,0.33,0.08,-0.02,0.08,0.03,4.813210024,0.04,0.00,-0.08,27,27.3671862,4.5,73.625,211,14,36.5,123,4.15,7.03,102.9111416,103.2505032,9.625,31.625,0,0,0,0,0,3.25
Malcolm Mitchell,11,4,112,2016,23,4,43,11.62111014,174,2350,13.50574713,4.05,1.00,0.36,0.19,1.53,2.66,2.66,1.60,1.12,2.27,2.27,1.13,0.15,0.36,0.36,0.19,-0.05,0.00,0.00,-0.10,0.19,0.36,0.36,0.23,0.01,0.04,0.04,-0.06,-1.04,-0.04,0.09,0.02,27.00,27.14,4.45,71.63,198.00,15.00,36.00,129.00,4.34,6.94,100.98,95.89,10.50,32.63,0.00,0.00,0.00,0.00,0.00,8.01
Ryan Broyles,2,2,54,2012,24,4,39,23.18897283,349,4586,13.14040115,8.948717949,1,0.37,0.25,1.339181287,2.562401264,1.987972509,2.011887801,0.7431773879,2.019972918,1.430535101,1.458550721,0.129,0.417,0.300,0.300,-0.19,-0.08,0.08,-0.05,0.14,0.25,0.34,0.26,-0.15,-0.15,0.02,-0.07,11.27277017,-0.02,-0.03,0.00,27,27.450723,4.57,70.125,192,21,35.90447598,121.7511416,4.25149061,6.964760192,97.67981697,95.79494826,9,30.25,0,0,0,0,0,4.126666667
Mohamed Sanu,3,3,83,2012,23,3,38,17.13696581,210,2263,10.77619048,5.526315789,1,0.36,0.30,1.95412844,2.538947368,2.538947368,1.929064485,1.317787971,2.061804511,2.061804511,1.372938702,0.228,0.359,0.359,0.246,-0.02,0.03,0.03,-0.06,0.26,0.38,0.38,0.27,0.02,0.08,0.08,0.00,6.899523966,0.00,0.10,0.02,27,27.46035102,4.63,73.5,211,19,36,126,4.24,6.88,91.83082519,91.82074991,10.125,33.5,0,0,0,3,0,9.866666667
Chris Givens,7,4,96,2012,23,4,33,9.235227273,97,1426,14.70103093,2.939393939,1,0.26,0.10,0.8921161826,1.230215827,0.8442982456,0.8227833917,0.5382664822,0.7825195438,0.2611919019,0.527325976,0.147,0.448,0.080,0.173,-0.05,-0.25,0.20,-0.04,0.14,0.11,0.20,0.15,-0.04,-0.20,-0.04,-0.09,-8.616086609,-0.14,-0.18,0.03,27,27.51813132,4.41,71.125,198,19,33.75,118,4.23,6.97,104.6985888,98.03001229,8.25,31.25,0,0,0,0,0,6.266666667
Ricardo Louis,11,4,114,2016,22,4,43,7.039720696,98,1338,13.65306122,2.28,1.00,0.29,0.14,1.14,2.36,2.36,1.11,0.58,1.86,1.86,0.87,0.01,0.29,0.29,0.13,-0.14,-0.04,-0.04,-0.13,0.02,0.31,0.31,0.18,-0.10,0.01,0.01,-0.10,-2.36,-0.09,0.05,-0.04,27.00,27.60,4.43,74.00,215.00,18.00,38.00,132.00,4.37,7.12,111.65,113.16,9.50,32.38,0.00,0.00,0.00,0.00,0.00,4.86
Nick Toon,4,4,122,2012,23,4,43,11.58426816,171,2447,14.30994152,3.976744186,2,0.29,0.21,0.7764350453,2.840490798,2.840490798,1.911904095,0.2481657315,2.00204499,2.00204499,1.21970069,0.098,0.288,0.288,0.208,-0.15,-0.07,-0.05,-0.11,0.10,0.28,0.29,0.25,-0.13,-0.04,0.00,-0.08,5.947573329,-0.03,0.10,0.00,27,27.69757707,4.51,73.875,215,18,38.25,121.7511416,4.25149061,6.964760192,103.9351119,104.9874787,9,32.5,0,0,0,0,0,5.23
Chris Moore,1,4,107,2016,23,4,38,12.37738636,119,2301,19.33613445,3.13,2.00,0.23,0.12,1.38,1.59,1.59,1.16,0.88,1.02,1.02,0.92,0.06,0.24,0.21,0.18,-0.08,-0.14,-0.08,-0.12,0.04,0.19,0.19,0.17,-0.13,-0.14,-0.13,-0.13,3.66,-0.13,-0.01,-0.04,27.00,27.18,4.53,73.00,206.00,10.00,37.00,121.75,4.20,6.76,97.84,96.50,9.38,33.38,0.00,0.00,0.00,0.00,0.00,3.45
Jordan Payton,10,5,154,2016,23,4,47,11.19380342,201,2701,13.43781095,4.28,1.00,0.27,0.18,0.41,2.21,2.17,1.48,-0.05,1.80,1.80,1.07,0.04,0.29,0.26,0.17,-0.16,-0.08,-0.03,-0.11,0.05,0.29,0.29,0.19,-0.13,-0.01,-0.01,-0.06,0.23,-0.07,0.03,0.01,27.00,27.22,4.47,73.13,207.00,10.00,34.50,121.00,4.33,7.08,103.70,102.63,10.13,32.50,0.00,0.00,0.00,0.00,0.00,0.65
Cody Core,11,6,199,2016,22,4,29,6.775480769,83,1297,15.62650602,2.86,2.00,0.17,0.08,1.31,1.32,1.32,0.71,0.83,0.83,0.82,0.83,0.00,0.21,0.13,0.09,-0.11,-0.20,-0.11,-0.16,0.00,0.15,0.16,0.16,-0.13,-0.16,-0.13,-0.14,-0.36,-0.12,-0.04,-0.01,25.00,25.88,4.47,74.63,205.00,14.00,34.50,117.50,4.39,6.83,102.70,105.85,9.40,31.97,0.00,0.00,0.00,0.00,0.00,3.02
Juron Criner,10,5,168,2012,22,4,39,15.94442016,209,2859,13.67942584,5.358974359,1,0.34,0.17,1.204968944,2.353053435,1.656845754,1.35737557,0.7994478951,1.807797165,1.063191574,1.223478878,0.035,0.374,0.297,0.258,0.07,-0.04,0.07,0.03,0.03,0.21,0.31,0.24,-0.04,-0.09,0.02,-0.04,4.772411879,-0.02,-0.05,-0.03,28,28.37486345,4.635,74.5,224,17,38.25,113,4.3,7.15,97.06866574,99.71791547,10.5,32,0,0,0,0,0,5.27
Trevor Davis,10,5,163,2016,23,4,35,10.04166667,109,1672,15.33944954,3.11,2.00,0.12,0.10,0.61,1.23,1.23,0.79,0.16,0.73,0.73,0.37,0.10,0.14,0.09,0.11,-0.10,-0.27,-0.10,-0.20,0.09,0.14,0.14,0.12,-0.09,-0.18,-0.09,-0.16,-2.95,-0.15,-0.05,-0.04,24.00,24.72,4.42,73.13,188.00,11.00,38.50,124.00,4.22,6.60,98.51,97.50,10.00,31.00,0.00,0.00,0.00,0.00,0.00,1.90
Devon Wylie,13,4,107,2012,24,5,32,8.54970696,98,1327,13.54081633,3.0625,2,0.16,0.08,0.7231182796,1.601789709,1.601789709,0.6750776175,0.1722497932,1.073079791,1.073079791,0.4751001856,0.008,0.145,0.120,0.081,-0.15,-0.24,-0.15,-0.19,0.02,0.20,0.20,0.20,-0.14,-0.12,-0.12,-0.15,-2.314300649,-0.08,0.00,0.00,27,27.41576434,4.36,69.25,187,17,39,123,4.21,6.87,103.4964957,91.86148983,9.5,30.25,0,0,0,0,0,2.73
Lavon Brazill,7,6,206,2012,23,5,49,10.30532967,187,2515,13.44919786,3.816326531,1,0.35,0.16,0.5826086957,2.693208431,2.693208431,1.263769738,0.05093167702,2.211186114,2.211186114,0.9779001262,0.039,0.348,0.348,0.151,-0.16,-0.01,-0.01,-0.10,0.08,0.33,0.33,0.24,-0.10,0.01,0.01,-0.06,3.355341962,-0.05,0.04,0.00,27,27.06341607,4.48,70.625,192,11,33.75,118,4.42,6.964760192,95.32771176,88.00483471,9.75,32,0,0,0,0,0,4.335
Junior Hemingway,4,7,238,2012,23,5,34,8.815166667,88,1633,18.55681818,2.588235294,1,0.24,0.11,0.8018292683,2.461267606,2.461267606,1.002539212,0.4200898588,1.968931234,1.968931234,1.133732139,0.006,0.238,0.238,0.120,-0.20,-0.12,-0.12,-0.16,0.01,0.29,0.29,0.24,-0.18,-0.03,-0.03,-0.11,-3.716789538,-0.05,0.01,-0.01,29,29.78678906,4.53,72.875,225,21,35.5,124,3.98,6.59,106.8611161,105.0407197,9.625,32.5,0,0,0,0,0,2.82
Rishard Matthews,13,7,227,2012,22,2,26,18.38154762,147,2243,15.2585034,5.653846154,1,0.40,0.31,1.212413793,2.01179941,2.01179941,1.612106602,0.9721913237,1.755599257,1.755599257,1.36389529,0.252,0.402,0.402,0.327,-0.07,0.07,0.07,0.00,0.28,0.40,0.40,0.34,-0.01,0.10,0.10,0.04,7.045014329,0.06,0.12,0.13,29,29.12600285,4.555,72.375,217,20,36,123,4.19,6.88,100.8175651,97.74435117,9.125,32.5,0,0,0,2,0,5.003333333
